,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceTime,DayOfWeek,InvoiceHour,DayPeriod
3001,567128,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-09-16 14:04:00,5.45,18055,United Kingdom,10.9,2011,9,16,14:04:00,Friday,14,Afternoon
3002,567138,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-16 14:39:00,1.65,17652,United Kingdom,16.5,2011,9,16,14:39:00,Friday,14,Afternoon
3003,567138,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-09-16 14:39:00,3.75,17652,United Kingdom,15.0,2011,9,16,14:39:00,Friday,14,Afternoon
3004,567138,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-09-16 14:39:00,2.95,17652,United Kingdom,17.700000000000003,2011,9,16,14:39:00,Friday,14,Afternoon
3005,567140,21755,LOVE BUILDING BLOCK WORD,3,2011-09-16 14:47:00,6.25,15410,United Kingdom,18.75,2011,9,16,14:47:00,Friday,14,Afternoon
3006,567148,23200,JUMBO BAG PEARS,10,2011-09-16 15:23:00,2.08,18225,United Kingdom,20.8,2011,9,16,15:23:00,Friday,15,Afternoon
3007,567154,22386,JUMBO BAG PINK POLKADOT,1,2011-09-16 16:29:00,2.08,15523,United Kingdom,2.08,2011,9,16,16:29:00,Friday,16,Afternoon
3008,567164,16008,SMALL FOLDING SCISSOR(POINTED EDGE),4,2011-09-18 11:51:00,0.12,14487,United Kingdom,0.48,2011,9,18,11:51:00,Sunday,11,Morning
3009,567167,21654,RIDGED GLASS FINGER BOWL,4,2011-09-18 12:21:00,0.39,15547,United Kingdom,1.56,2011,9,18,12:21:00,Sunday,12,Morning
3010,567167,23169,CLASSIC GLASS COOKIE JAR,1,2011-09-18 12:21:00,4.15,15547,United Kingdom,4.15,2011,9,18,12:21:00,Sunday,12,Morning
3011,567167,85231G,ORANGE SCENTED SET/9 T-LIGHTS,6,2011-09-18 12:21:00,0.85,15547,United Kingdom,5.1,2011,9,18,12:21:00,Sunday,12,Morning
3012,567170,21824,PAINTED METAL STAR WITH HOLLY BELLS,1,2011-09-18 12:40:00,1.45,13566,United Kingdom,1.45,2011,9,18,12:40:00,Sunday,12,Morning
3013,567170,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2011-09-18 12:40:00,2.95,13566,United Kingdom,2.95,2011,9,18,12:40:00,Sunday,12,Morning
3014,567170,22950,36 DOILIES VINTAGE CHRISTMAS,6,2011-09-18 12:40:00,1.45,13566,United Kingdom,8.7,2011,9,18,12:40:00,Sunday,12,Morning
3015,567170,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-09-18 12:40:00,2.1,13566,United Kingdom,2.1,2011,9,18,12:40:00,Sunday,12,Morning
3016,567178,23110,PARISIENNE KEY CABINET ,2,2011-09-18 14:08:00,5.75,17858,United Kingdom,11.5,2011,9,18,14:08:00,Sunday,14,Afternoon
3017,567179,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-09-18 14:27:00,0.65,15547,United Kingdom,0.65,2011,9,18,14:27:00,Sunday,14,Afternoon
3018,567180,84997B,CHILDRENS CUTLERY RETROSPOT RED ,3,2011-09-18 14:56:00,4.15,17802,United Kingdom,12.450000000000001,2011,9,18,14:56:00,Sunday,14,Afternoon
3019,567183,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,2011-09-18 15:32:00,1.25,14769,United Kingdom,2.5,2011,9,18,15:32:00,Sunday,15,Afternoon
3021,567184,23198,PANTRY MAGNETIC  SHOPPING LIST,2,2011-09-18 15:41:00,1.45,16033,United Kingdom,2.9,2011,9,18,15:41:00,Sunday,15,Afternoon
3022,567185,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-18 15:55:00,2.95,16370,United Kingdom,2.95,2011,9,18,15:55:00,Sunday,15,Afternoon
3023,567197,23110,PARISIENNE KEY CABINET ,2,2011-09-19 10:10:00,5.75,14934,Channel Islands,11.5,2011,9,19,10:10:00,Monday,10,Morning
3024,567205,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-09-19 10:44:00,2.1,15365,United Kingdom,12.600000000000001,2011,9,19,10:44:00,Monday,10,Morning
3025,567205,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2011-09-19 10:44:00,1.25,15365,United Kingdom,15.0,2011,9,19,10:44:00,Monday,10,Morning
3026,567211,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-19 11:02:00,2.08,14159,United Kingdom,4.16,2011,9,19,11:02:00,Monday,11,Morning
3027,567213,22469,HEART OF WICKER SMALL,3,2011-09-19 11:04:00,1.65,14684,United Kingdom,4.949999999999999,2011,9,19,11:04:00,Monday,11,Morning
3029,567287,22668,PINK BABY BUNTING,5,2011-09-19 11:49:00,2.95,18232,United Kingdom,14.75,2011,9,19,11:49:00,Monday,11,Morning
3030,567288,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-09-19 11:49:00,1.65,16906,United Kingdom,1.65,2011,9,19,11:49:00,Monday,11,Morning
3031,567288,85099F,JUMBO BAG STRAWBERRY,2,2011-09-19 11:49:00,2.08,16906,United Kingdom,4.16,2011,9,19,11:49:00,Monday,11,Morning
3032,567295,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-19 12:16:00,1.95,17490,United Kingdom,23.4,2011,9,19,12:16:00,Monday,12,Morning
3033,567297,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-09-19 12:27:00,0.83,15594,United Kingdom,9.959999999999999,2011,9,19,12:27:00,Monday,12,Morning
3034,567300,22630,DOLLY GIRL LUNCH BOX,12,2011-09-19 12:36:00,1.95,12724,France,23.4,2011,9,19,12:36:00,Monday,12,Morning
3035,567304,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-09-19 13:27:00,6.25,14704,United Kingdom,6.25,2011,9,19,13:27:00,Monday,13,Afternoon
3036,567304,84836,ZINC METAL HEART DECORATION,5,2011-09-19 13:27:00,1.25,14704,United Kingdom,6.25,2011,9,19,13:27:00,Monday,13,Afternoon
3037,567326,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-09-19 14:38:00,0.85,14290,United Kingdom,10.2,2011,9,19,14:38:00,Monday,14,Afternoon
3038,567334,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-09-19 14:55:00,1.25,14911,EIRE,15.0,2011,9,19,14:55:00,Monday,14,Afternoon
3039,567339,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-09-19 15:01:00,2.95,14146,United Kingdom,17.700000000000003,2011,9,19,15:01:00,Monday,15,Afternoon
3040,567343,47566,PARTY BUNTING,4,2011-09-19 15:21:00,4.95,17628,United Kingdom,19.8,2011,9,19,15:21:00,Monday,15,Afternoon
3042,567356,22219,LOVEBIRD HANGING DECORATION WHITE ,8,2011-09-19 16:21:00,0.85,16527,United Kingdom,6.8,2011,9,19,16:21:00,Monday,16,Afternoon
3046,567456,22207,FRYING PAN UNION FLAG,24,2011-09-20 12:16:00,3.75,16029,United Kingdom,90.0,2011,9,20,12:16:00,Tuesday,12,Morning
3047,567460,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-20 12:30:00,1.69,15888,United Kingdom,13.52,2011,9,20,12:30:00,Tuesday,12,Morning
3048,567462,20984,12 PENCILS TALL TUBE POSY,2,2011-09-20 12:35:00,0.29,14446,United Kingdom,0.58,2011,9,20,12:35:00,Tuesday,12,Morning
3049,567462,21158,MOODY GIRL DOOR HANGER ,1,2011-09-20 12:35:00,0.39,14446,United Kingdom,0.39,2011,9,20,12:35:00,Tuesday,12,Morning
3051,567473,23394,POSTE FRANCE CUSHION COVER,1,2011-09-20 12:50:00,3.75,17841,United Kingdom,3.75,2011,9,20,12:50:00,Tuesday,12,Morning
3052,567474,23381,PACK OF 12 VINTAGE LEAF TISSUES ,12,2011-09-20 12:53:00,0.39,13448,United Kingdom,4.68,2011,9,20,12:53:00,Tuesday,12,Morning
3053,567474,85014B,RED RETROSPOT UMBRELLA,2,2011-09-20 12:53:00,5.95,13448,United Kingdom,11.9,2011,9,20,12:53:00,Tuesday,12,Morning
3054,567477,22494,EMERGENCY FIRST AID TIN ,4,2011-09-20 13:20:00,1.25,16327,United Kingdom,5.0,2011,9,20,13:20:00,Tuesday,13,Afternoon
3055,567482,23222,CHRISTMAS TREE HANGING GOLD,6,2011-09-20 13:42:00,0.83,16464,United Kingdom,4.9799999999999995,2011,9,20,13:42:00,Tuesday,13,Afternoon
3056,567485,23301,GARDENERS KNEELING PAD KEEP CALM ,5,2011-09-20 13:52:00,1.65,15026,United Kingdom,8.25,2011,9,20,13:52:00,Tuesday,13,Afternoon
3057,567508,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-09-20 14:50:00,1.25,17724,United Kingdom,15.0,2011,9,20,14:50:00,Tuesday,14,Afternoon
3059,567530,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-09-21 09:33:00,4.15,12390,Belgium,16.6,2011,9,21,09:33:00,Wednesday,9,Morning
3060,567552,22778,GLASS CLOCHE SMALL,4,2011-09-21 10:40:00,3.95,12583,France,15.8,2011,9,21,10:40:00,Wednesday,10,Morning
3061,567578,23388,WOODLAND MINI BACKPACK,4,2011-09-21 10:47:00,4.15,12701,Germany,16.6,2011,9,21,10:47:00,Wednesday,10,Morning
3062,567612,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-09-21 11:48:00,1.25,17164,United Kingdom,15.0,2011,9,21,11:48:00,Wednesday,11,Morning
3063,567618,21915,RED  HARMONICA IN BOX ,12,2011-09-21 12:26:00,1.25,12721,France,15.0,2011,9,21,12:26:00,Wednesday,12,Morning
3064,567618,22046,TEA PARTY  WRAPPING PAPER ,25,2011-09-21 12:26:00,0.42,12721,France,10.5,2011,9,21,12:26:00,Wednesday,12,Morning
3065,567625,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-21 12:55:00,3.75,13627,United Kingdom,15.0,2011,9,21,12:55:00,Wednesday,12,Morning
3066,567631,23171,REGENCY TEA PLATE GREEN ,12,2011-09-21 13:33:00,1.65,13350,United Kingdom,19.799999999999997,2011,9,21,13:33:00,Wednesday,13,Afternoon
3068,567653,23231,WRAP  VINTAGE DOILY ,25,2011-09-21 14:35:00,0.42,12550,Spain,10.5,2011,9,21,14:35:00,Wednesday,14,Afternoon
3069,567656,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2011-09-21 14:40:00,5.79,14096,United Kingdom,11.58,2011,9,21,14:40:00,Wednesday,14,Afternoon
3071,567656,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-09-21 14:40:00,1.63,14096,United Kingdom,1.63,2011,9,21,14:40:00,Wednesday,14,Afternoon
3072,567656,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-09-21 14:40:00,2.46,14096,United Kingdom,4.92,2011,9,21,14:40:00,Wednesday,14,Afternoon
3073,567656,79066K,RETRO MOD TRAY,2,2011-09-21 14:40:00,1.63,14096,United Kingdom,3.26,2011,9,21,14:40:00,Wednesday,14,Afternoon
3076,567658,23398,HANGING HEART BONHEUR,12,2011-09-21 14:50:00,0.85,14428,United Kingdom,10.2,2011,9,21,14:50:00,Wednesday,14,Afternoon
3077,567661,22371,AIRLINE BAG VINTAGE TOKYO 78,2,2011-09-21 15:06:00,4.25,13959,United Kingdom,8.5,2011,9,21,15:06:00,Wednesday,15,Afternoon
3078,567661,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-09-21 15:06:00,1.45,13959,United Kingdom,1.45,2011,9,21,15:06:00,Wednesday,15,Afternoon
3079,567666,22629,SPACEBOY LUNCH BOX ,12,2011-09-21 15:23:00,1.95,12520,Germany,23.4,2011,9,21,15:23:00,Wednesday,15,Afternoon
3080,567675,20755,BLUE PAISLEY POCKET BOOK,1,2011-09-21 15:54:00,0.85,15351,United Kingdom,0.85,2011,9,21,15:54:00,Wednesday,15,Afternoon
3081,567675,22563,HAPPY STENCIL CRAFT,1,2011-09-21 15:54:00,1.25,15351,United Kingdom,1.25,2011,9,21,15:54:00,Wednesday,15,Afternoon
3083,567683,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-21 16:31:00,4.95,13704,United Kingdom,14.850000000000001,2011,9,21,16:31:00,Wednesday,16,Afternoon
3084,567697,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-22 08:41:00,2.08,16558,United Kingdom,20.8,2011,9,22,08:41:00,Thursday,8,Morning
3086,567793,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-09-22 11:40:00,3.25,12657,France,19.5,2011,9,22,11:40:00,Thursday,11,Morning
3087,567793,23175,REGENCY MILK JUG PINK ,4,2011-09-22 11:40:00,3.25,12657,France,13.0,2011,9,22,11:40:00,Thursday,11,Morning
3088,567801,23370,SET 36 COLOUR PENCILS DOILEY,16,2011-09-22 12:02:00,1.25,13089,United Kingdom,20.0,2011,9,22,12:02:00,Thursday,12,Morning
3089,567802,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-22 12:06:00,4.95,14299,United Kingdom,19.8,2011,9,22,12:06:00,Thursday,12,Morning
3090,567802,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-09-22 12:06:00,1.45,14299,United Kingdom,17.4,2011,9,22,12:06:00,Thursday,12,Morning
3091,567823,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-09-22 12:55:00,1.25,12910,United Kingdom,22.5,2011,9,22,12:55:00,Thursday,12,Morning
3092,567850,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-09-22 13:18:00,2.1,15067,United Kingdom,12.600000000000001,2011,9,22,13:18:00,Thursday,13,Afternoon
3093,567854,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-09-22 13:37:00,2.08,14038,United Kingdom,20.8,2011,9,22,13:37:00,Thursday,13,Afternoon
3094,567873,22465,HANGING METAL STAR LANTERN,12,2011-09-22 14:25:00,1.65,13055,United Kingdom,19.799999999999997,2011,9,22,14:25:00,Thursday,14,Afternoon
3095,567879,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-09-22 14:53:00,5.95,16161,United Kingdom,17.85,2011,9,22,14:53:00,Thursday,14,Afternoon
3096,567880,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-22 14:56:00,0.55,15398,United Kingdom,13.200000000000001,2011,9,22,14:56:00,Thursday,14,Afternoon
3097,567890,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,2011-09-22 15:40:00,0.65,14125,United Kingdom,10.4,2011,9,22,15:40:00,Thursday,15,Afternoon
3098,567899,23431,NATURAL HANGING QUILTED HEARTS ,12,2011-09-22 16:26:00,0.83,14911,EIRE,9.959999999999999,2011,9,22,16:26:00,Thursday,16,Afternoon
3099,567915,16156L,WRAP CAROUSEL,25,2011-09-22 17:15:00,0.42,12579,France,10.5,2011,9,22,17:15:00,Thursday,17,Afternoon
3100,567922,22891,TEA FOR ONE POLKADOT,6,2011-09-22 17:24:00,4.25,13279,United Kingdom,25.5,2011,9,22,17:24:00,Thursday,17,Afternoon
3101,567944,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2011-09-22 19:54:00,3.95,14562,United Kingdom,7.9,2011,9,22,19:54:00,Thursday,19,Evening
3102,567968,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-09-23 09:44:00,2.1,12546,Spain,12.600000000000001,2011,9,23,09:44:00,Friday,9,Morning
3104,567975,22568,FELTCRAFT CUSHION OWL,4,2011-09-23 10:25:00,3.75,17416,United Kingdom,15.0,2011,9,23,10:25:00,Friday,10,Morning
3105,568046,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-09-23 12:16:00,1.25,18118,United Kingdom,1.25,2011,9,23,12:16:00,Friday,12,Morning
3106,568048,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-09-23 12:36:00,5.95,14911,EIRE,17.85,2011,9,23,12:36:00,Friday,12,Morning
3107,568049,21927,BLUE/CREAM STRIPE CUSHION COVER ,1,2011-09-23 12:38:00,1.25,17841,United Kingdom,1.25,2011,9,23,12:38:00,Friday,12,Morning
3108,568049,84836,ZINC METAL HEART DECORATION,4,2011-09-23 12:38:00,1.25,17841,United Kingdom,5.0,2011,9,23,12:38:00,Friday,12,Morning
3109,568050,20996,JAZZ HEARTS ADDRESS BOOK,9,2011-09-23 12:38:00,0.19,15901,United Kingdom,1.71,2011,9,23,12:38:00,Friday,12,Morning
3110,568050,21239,PINK  POLKADOT CUP,4,2011-09-23 12:38:00,0.85,15901,United Kingdom,3.4,2011,9,23,12:38:00,Friday,12,Morning
3111,568050,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-09-23 12:38:00,2.95,15901,United Kingdom,2.95,2011,9,23,12:38:00,Friday,12,Morning
3112,568056,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2011-09-23 12:55:00,2.55,12705,Germany,30.599999999999998,2011,9,23,12:55:00,Friday,12,Morning
3113,568060,22152,PLACE SETTING WHITE STAR,6,2011-09-23 13:11:00,0.42,14546,United Kingdom,2.52,2011,9,23,13:11:00,Friday,13,Afternoon
3114,568060,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-09-23 13:11:00,0.83,14546,United Kingdom,0.83,2011,9,23,13:11:00,Friday,13,Afternoon
3115,568061,22464,HANGING METAL HEART LANTERN,1,2011-09-23 13:12:00,1.65,16910,United Kingdom,1.65,2011,9,23,13:12:00,Friday,13,Afternoon
3116,568062,23324,RUSTIC STRAWBERRY JAM POT LARGE ,12,2011-09-23 13:18:00,2.08,14014,United Kingdom,24.96,2011,9,23,13:18:00,Friday,13,Afternoon
3117,568062,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,24,2011-09-23 13:18:00,0.95,14014,United Kingdom,22.799999999999997,2011,9,23,13:18:00,Friday,13,Afternoon
3118,568062,85015,SET OF 12  VINTAGE POSTCARD SET,24,2011-09-23 13:18:00,0.65,14014,United Kingdom,15.600000000000001,2011,9,23,13:18:00,Friday,13,Afternoon
3119,568063,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-09-23 13:24:00,1.45,15981,United Kingdom,17.4,2011,9,23,13:24:00,Friday,13,Afternoon
3120,568064,22633,HAND WARMER UNION JACK,12,2011-09-23 13:42:00,2.1,14880,United Kingdom,25.200000000000003,2011,9,23,13:42:00,Friday,13,Afternoon
3121,568066,21914,BLUE HARMONICA IN BOX ,1,2011-09-23 13:48:00,1.25,14529,United Kingdom,1.25,2011,9,23,13:48:00,Friday,13,Afternoon
3122,568066,23313,VINTAGE CHRISTMAS BUNTING,1,2011-09-23 13:48:00,4.95,14529,United Kingdom,4.95,2011,9,23,13:48:00,Friday,13,Afternoon
3123,568066,23356,LOVE HOT WATER BOTTLE,1,2011-09-23 13:48:00,5.95,14529,United Kingdom,5.95,2011,9,23,13:48:00,Friday,13,Afternoon
3124,568066,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-09-23 13:48:00,1.95,14529,United Kingdom,1.95,2011,9,23,13:48:00,Friday,13,Afternoon
3125,568075,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-09-23 14:21:00,0.83,14652,United Kingdom,0.83,2011,9,23,14:21:00,Friday,14,Afternoon
3126,568075,23321,SMALL WHITE HEART OF WICKER,2,2011-09-23 14:21:00,1.65,14652,United Kingdom,3.3,2011,9,23,14:21:00,Friday,14,Afternoon
3127,568094,23206,LUNCH BAG APPLE DESIGN,10,2011-09-23 14:43:00,1.65,15807,United Kingdom,16.5,2011,9,23,14:43:00,Friday,14,Afternoon
3129,568142,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-09-25 11:22:00,3.75,16744,United Kingdom,3.75,2011,9,25,11:22:00,Sunday,11,Morning
3130,568144,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-09-25 11:29:00,1.45,14005,United Kingdom,17.4,2011,9,25,11:29:00,Sunday,11,Morning
3131,568156,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-09-25 12:16:00,4.95,14367,United Kingdom,4.95,2011,9,25,12:16:00,Sunday,12,Morning
3132,568160,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-09-25 12:25:00,0.29,17498,United Kingdom,6.959999999999999,2011,9,25,12:25:00,Sunday,12,Morning
3133,568163,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-09-25 12:34:00,1.65,14540,United Kingdom,9.899999999999999,2011,9,25,12:34:00,Sunday,12,Morning
3134,568163,23424,GINGHAM RECIPE BOOK BOX,4,2011-09-25 12:34:00,4.95,14540,United Kingdom,19.8,2011,9,25,12:34:00,Sunday,12,Morning
3135,568165,22508,DOORSTOP RETROSPOT HEART,4,2011-09-25 12:42:00,3.75,17131,United Kingdom,15.0,2011,9,25,12:42:00,Sunday,12,Morning
3136,568168,20992,JAZZ HEARTS PURSE NOTEBOOK,8,2011-09-25 12:46:00,0.39,15799,United Kingdom,3.12,2011,9,25,12:46:00,Sunday,12,Morning
3137,568173,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2011-09-25 13:16:00,1.95,16187,United Kingdom,23.4,2011,9,25,13:16:00,Sunday,13,Afternoon
3138,568173,23355,HOT WATER BOTTLE KEEP CALM,12,2011-09-25 13:16:00,4.95,16187,United Kingdom,59.400000000000006,2011,9,25,13:16:00,Sunday,13,Afternoon
3139,568175,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-09-25 13:24:00,3.75,14820,United Kingdom,15.0,2011,9,25,13:24:00,Sunday,13,Afternoon
3140,568181,22469,HEART OF WICKER SMALL,12,2011-09-25 13:42:00,1.65,17154,United Kingdom,19.799999999999997,2011,9,25,13:42:00,Sunday,13,Afternoon
3141,568183,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,2011-09-25 13:47:00,0.19,13991,United Kingdom,0.19,2011,9,25,13:47:00,Sunday,13,Afternoon
3143,568188,22100,SKULLS SQUARE TISSUE BOX,1,2011-09-25 14:33:00,0.39,16049,United Kingdom,0.39,2011,9,25,14:33:00,Sunday,14,Afternoon
3144,568188,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,2011-09-25 14:33:00,0.83,16049,United Kingdom,1.66,2011,9,25,14:33:00,Sunday,14,Afternoon
3145,568189,23370,SET 36 COLOURING PENCILS DOILY,16,2011-09-25 14:36:00,1.25,14757,United Kingdom,20.0,2011,9,25,14:36:00,Sunday,14,Afternoon
3146,568191,23398,HANGING HEART BONHEUR,10,2011-09-25 14:37:00,0.85,16655,United Kingdom,8.5,2011,9,25,14:37:00,Sunday,14,Afternoon
3147,568193,23426,METAL SIGN DROP YOUR PANTS,3,2011-09-25 14:37:00,2.89,17107,United Kingdom,8.67,2011,9,25,14:37:00,Sunday,14,Afternoon
3148,568197,23408,PHOTO FRAME LINEN AND LACE SMALL,6,2011-09-25 14:52:00,2.08,16746,United Kingdom,12.48,2011,9,25,14:52:00,Sunday,14,Afternoon
3149,568203,23130,MISTLETOE HEART WREATH GREEN,6,2011-09-25 15:15:00,4.15,13435,United Kingdom,24.900000000000002,2011,9,25,15:15:00,Sunday,15,Afternoon
3150,568207,35970,ZINC FOLKART SLEIGH BELLS,12,2011-09-25 15:34:00,1.69,15150,United Kingdom,20.28,2011,9,25,15:34:00,Sunday,15,Afternoon
3151,568210,23203,JUMBO BAG VINTAGE DOILY ,20,2011-09-25 15:56:00,2.08,17159,United Kingdom,41.6,2011,9,25,15:56:00,Sunday,15,Afternoon
3152,568227,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-09-26 10:57:00,1.25,17841,United Kingdom,1.25,2011,9,26,10:57:00,Monday,10,Morning
3153,568227,22514,CHILDS GARDEN SPADE BLUE,1,2011-09-26 10:57:00,2.1,17841,United Kingdom,2.1,2011,9,26,10:57:00,Monday,10,Morning
3154,568228,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-26 11:02:00,0.42,15358,United Kingdom,5.04,2011,9,26,11:02:00,Monday,11,Morning
3156,568314,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,2011-09-26 12:58:00,2.95,14387,United Kingdom,11.8,2011,9,26,12:58:00,Monday,12,Morning
3157,568314,47566,PARTY BUNTING,1,2011-09-26 12:58:00,4.95,14387,United Kingdom,4.95,2011,9,26,12:58:00,Monday,12,Morning
3158,568316,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-09-26 13:21:00,0.55,16407,United Kingdom,0.55,2011,9,26,13:21:00,Monday,13,Afternoon
3160,568320,21508,VINTAGE KID DOLLY CARD ,12,2011-09-26 13:35:00,0.42,17674,United Kingdom,5.04,2011,9,26,13:35:00,Monday,13,Afternoon
3161,568321,23366,SET 12 COLOURING PENCILS DOILY,16,2011-09-26 13:36:00,0.65,13639,United Kingdom,10.4,2011,9,26,13:36:00,Monday,13,Afternoon
3162,568328,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,2011-09-26 14:06:00,2.95,18016,United Kingdom,11.8,2011,9,26,14:06:00,Monday,14,Afternoon
3163,568346,21155,RED RETROSPOT PEG BAG,1,2011-09-26 15:28:00,4.96,14096,United Kingdom,4.96,2011,9,26,15:28:00,Monday,15,Afternoon
3164,568346,21669,BLUE STRIPE CERAMIC DRAWER KNOB,3,2011-09-26 15:28:00,3.29,14096,United Kingdom,9.870000000000001,2011,9,26,15:28:00,Monday,15,Afternoon
3165,568346,82580,BATHROOM METAL SIGN,2,2011-09-26 15:28:00,1.25,14096,United Kingdom,2.5,2011,9,26,15:28:00,Monday,15,Afternoon
3166,568346,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-09-26 15:28:00,3.29,14096,United Kingdom,9.870000000000001,2011,9,26,15:28:00,Monday,15,Afternoon
3167,568346,85049E,SCANDINAVIAN REDS RIBBONS,4,2011-09-26 15:28:00,2.46,14096,United Kingdom,9.84,2011,9,26,15:28:00,Monday,15,Afternoon
3168,568367,23333,IVORY WICKER HEART MEDIUM,12,2011-09-26 15:51:00,1.25,15755,United Kingdom,15.0,2011,9,26,15:51:00,Monday,15,Afternoon
3169,568369,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-09-26 16:15:00,2.95,16710,United Kingdom,5.9,2011,9,26,16:15:00,Monday,16,Afternoon
3170,568379,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-09-27 09:05:00,2.55,16626,United Kingdom,15.299999999999999,2011,9,27,09:05:00,Tuesday,9,Morning
3171,568399,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-27 10:26:00,0.85,16145,United Kingdom,10.2,2011,9,27,10:26:00,Tuesday,10,Morning
3172,568472,20726,LUNCH BAG WOODLAND,10,2011-09-27 11:50:00,1.65,12517,Germany,16.5,2011,9,27,11:50:00,Tuesday,11,Morning
3173,568492,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-27 11:58:00,3.75,18278,United Kingdom,15.0,2011,9,27,11:58:00,Tuesday,11,Morning
3174,568494,22639,SET OF 4 NAPKIN CHARMS HEARTS,4,2011-09-27 12:08:00,2.55,16266,United Kingdom,10.2,2011,9,27,12:08:00,Tuesday,12,Morning
3175,568510,22571,ROCKING HORSE RED CHRISTMAS ,20,2011-09-27 12:26:00,0.85,13555,United Kingdom,17.0,2011,9,27,12:26:00,Tuesday,12,Morning
3176,568510,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,20,2011-09-27 12:26:00,0.29,13555,United Kingdom,5.8,2011,9,27,12:26:00,Tuesday,12,Morning
